-0.93618,1.3564,-0.9551,-1.066,-0.72831,1.1634,1.2178,0.91227,0.4219,-0.12563,-0.97918,-0.072189,-0.59742,-0.25268,-0.063024,-0.054669,0.045812,-0.047863,-0.56481,-1.0848,-0.85855,1.409,1.5232,-0.15118,-1.2718,0.43749,-0.16076,0.58851,1.5535,1.6284,0.22703,0.58491,0.95566,1.4092,-0.79874,0.68925,1.1052,0.26566,1.2387,1.7922,1.0055,0.65652,-0.35629,-0.068331,0.35663,-0.031364,-0.069819,0.60776,-0.42277,-1.7144,0.46974,3.3093,0.17487,-0.29811,0.20346,1.0076,-0.14029,1.0451,-0.34804,-1.5657,0.66094,1.8818,1.0293,1.9694,0.57557,1.7979,0.77593,1.5709,0.44816,-0.37739,0.44324,0.7055,-0.058821,-0.20078,0.3563,1.8633,1.5185,0.62505,-0.062025,0.58913,1.9269,0.25999,-0.032513,1.4527,0.34803,0.8492,0.0004101,0.63009,-1.3226,0.90184,-0.50962,0.15995,0.48519,0.19859,0.2303,-0.18047,-0.13882,0.40787,-0.014306,0.083786,0.13554,-0.37514,1.1763,0.72502,-0.58614,0.55041,1.2385,1.3032,0.13789,-0.1932,0.075365,0.063165,0.019757,2.2119,-0.25679,1.249,-1.6488,2.7405,0.77591,-0.57347,0.26334,1.0106,1.5174,0.48668,-0.24782,0.39505,3.3375,0.26007,0.41831,-0.26819,-0.13156,1.0545,0.41012,0.21173,0.74478,1.7407,-0.23798,0.5931,0.65854,-0.21833,0.60383,-0.74119,0.22548,0.1316,-0.043188,-0.23597,0.96725,-1.2294,-0.74019,0.18366,0.26473,-0.43218,0.33508,0.56015,-0.2188,-0.44517,-1.6842,-0.057372,0.11797,-0.077686,-0.0087578,-1.415,-0.55883,-0.52341,-0.33311,0.088908
-0.48721,0.17344,-0.16558,0.68259,0.45872,1.2858,1.0364,-0.16142,0.5469,1.6053,0.24824,1.5343,-0.19785,0.070626,0.63264,3.0916,2.2956,1.3704,2.5375,0.21126,1.4975,1.6845,1.8064,1.7212,1.4976,0.75392,0.49459,0.20597,1.1846,1.2686,0.34184,0.64613,0.88878,1.3353,-0.50572,0.53223,1.0684,0.05434,0.2694,2.3483,1.2789,0.52577,0.3073,1.0269,0.60344,0.57492,1.2679,0.66252,0.42706,0.89299,1.6945,-0.19715,0.57967,-0.20754,0.20346,-0.27404,0.18346,0.27855,-0.54062,-0.4889,0.6276,-0.15235,0.60102,-0.26109,0.14942,0.49208,0.98155,0.55093,1.0552,1.0807,0.30892,0.94343,-0.0074211,-1.0191,1.6045,-0.13866,-0.5547,-0.13572,1.3785,-0.022154,-0.94863,-0.13738,-0.052433,0.36234,0.3923,-0.098002,-0.17487,0.83298,0.65117,0.92628,0.20303,-0.15711,-0.34793,0.40816,0.22755,-0.23717,-0.17109,-0.17917,0.95314,-0.18253,-0.09827,1.0342,-0.45513,0.10955,1.6373,0.13792,-0.36242,-0.25156,0.030311,-0.21216,-0.22977,0.2784,-0.062438,-1.3036,0.38484,0.86281,-1.6539,2.6051,0.72458,-0.62308,-0.012731,0.70182,1.8093,0.56483,-0.18249,0.53945,3.4188,-0.15003,0.32898,-0.24629,0.13469,0.33054,0.23918,-0.55333,-0.17372,0.98704,2.7416,0.14734,0.33629,0.37896,0.29532,-0.26581,0.11306,0.11052,-1.5061,-0.018688,0.62834,-0.85741,-0.9556,-0.36713,-0.20399,0.048435,0.023791,0.0066186,-0.42047,2.129,-1.6036,0.52138,0.17805,-0.31801,-0.22667,-1.4801,-0.03065,0.019998,-0.40823,0.32982
1.9661,1.8243,2.0273,0.9155,0.95781,-0.041807,0.85503,0.97735,2.0006,1.7258,0.66167,1.7796,-0.19785,0.39394,0.66017,0.50509,0.61289,1.6813,0.17102,0.59073,0.7187,1.7205,1.8109,0.52121,0.70473,0.36286,0.81008,-0.35072,0.60196,1.0347,0.45501,0.2536,0.19862,0.7816,-0.08479,0.26653,0.27219,0.18314,-0.5691,2.3822,2.4106,-1.2612,0.086212,-1.164,-1.0777,-1.6458,-0.30709,-0.18089,-0.83565,-1.6572,-1.056,-1.0695,-2.1109,-0.16213,-0.81878,0.3671,0.10261,-0.6401,1.5799,-0.25707,-0.2843,-1.1152,0.31232,1.2442,0.031563,-0.2087,-0.10304,0.40937,0.71287,0.20438,0.025576,0.2691,0.466,0.12748,-0.43204,0.51462,-1.9669,1.4825,0.27374,-0.038693,0.69117,0.65049,0.047001,-0.45177,0.066616,0.15635,0.59158,0.18477,0.14624,0.36018,2.0474,0.080066,0.021677,0.048818,0.1253,-0.15835,-0.206,0.038139,0.26434,0.78021,0.076601,-1.0664,0.23761,-0.77681,-0.16768,0.13135,0.26756,-0.24501,1.871,2.1591,2.345,-0.29747,0.73071,2.7253,0.95272,0.53887,-1.4367,0.439,-0.2765,-0.89597,-0.058743,-0.12828,1.2757,0.064273,-0.44044,0.4492,2.3947,0.085757,0.27845,-1.2164,0.28218,-0.14863,0.069056,0.16506,-0.3716,-2.3953,-3.312,-0.76674,-1.2886,0.56091,-1.3282,-2.3456,0.22486,0.12774,-2.0498,0.37344,0.98379,-0.25612,-0.11867,-0.98771,-0.9942,0.7342,-0.41151,-1.0332,-0.64816,0.038249,-0.63604,0.12147,-0.13237,-0.077686,-2.0438,-0.87501,-0.10271,0.31094,-0.33311,0.088908
0.30228,1.7705,0.97072,-1.4824,-1.3112,0.48786,1.9434,-0.55185,0.54942,1.8781,0.15214,0.015381,-0.19785,-0.25268,0.42285,2.173,0.3571,0.55223,0.48055,-0.014078,0.18082,1.7528,1.8004,0.42124,0.11173,0.22655,0.60139,0.79301,0.30463,0.65813,0.047928,0.11315,1.1114,0.61368,0.6423,0.98491,1.5071,1.0595,0.70954,1.3254,1.3678,0.26426,-0.57771,-1.3008,-0.33794,-0.82966,-1.669,-1.9439,-2.4697,2.579,-1.4947,0.48383,-0.39289,-0.11684,0.20346,0.3671,-0.78765,0.73856,1.6234,-0.70635,-0.10297,0.69906,-0.2064,-0.023945,0.13458,-0.21661,0.13028,-0.042679,0.95053,-1.0289,-0.27611,1.1944,0.60749,0.45575,-0.28578,-0.14401,0.62483,-0.74258,-0.68278,-0.60015,-0.21599,0.42316,-0.14276,0.23095,0.30817,-0.44999,-0.032428,-1.0815,0.14054,0.57511,-0.67216,0.38928,0.60631,-0.36775,-0.45755,-0.20713,-0.20848,-0.19991,-2.2794,0.32187,-0.60485,-0.34399,-0.33006,-0.6155,0.26581,-0.64853,-0.35526,0.13244,0.52877,0.66111,0.62274,-0.065329,0.55361,-1.6052,1.9405,0.89736,-1.3436,-0.034831,-0.2765,-1.1771,0.010275,0.417,0.0571,-0.6413,-0.97649,0.8463,0.15143,0.36507,0.40433,0.16814,0.2997,-0.87723,-0.086143,0.96933,0.73775,-1.0677,0.78628,1.2516,1.4008,0.079008,1.3767,-0.56292,0.057903,0.12184,-0.096883,-0.31455,0.58701,-0.64421,1.0781,0.90278,0.95785,-0.98196,0.78181,-1.8978,-1.0618,0.027142,-0.87793,0.11393,0.12994,-1.1167,0.66401,-1.0225,-0.14827,-0.26622,-1.4904,0.92687
1.2766,1.1451,1.4944,0.41494,0.11338,0.38508,0.67363,-0.56812,2.5505,1.2436,2.5431,1.8263,0.6013,0.39394,-0.73088,1.7424,0.27037,-0.023066,1.0514,-0.34966,0.19499,1.6692,1.6726,-0.076593,0.044556,0.43032,0.28931,0.4209,1.1105,1.3869,0.66006,0.591,1.015,1.1782,0.35742,1.2032,1.2925,1.0411,0.60239,2.7019,1.2917,-0.17154,0.086212,-0.068331,0.34149,-0.32359,0.013528,-0.12589,0.59094,-1.3234,0.28605,-0.28386,-0.35118,0.019141,0.20346,0.58039,-0.018898,0.12552,1.2071,-0.083117,0.0086583,1.4133,0.57962,-0.23349,-0.1104,0.43397,1.3723,0.97132,0.93782,-0.10381,-0.70188,0.55259,0.32815,0.28924,-0.95536,-0.92269,0.35108,-0.52994,0.71858,1.8531,-0.0037361,-0.226,0.16145,-0.7602,-0.40032,-0.083521,-0.25691,0.15205,0.71539,-0.072541,-0.41685,-0.15837,-0.25853,-0.29336,0.12539,-0.24849,-0.13591,0.08043,0.6724,0.13801,0.36595,0.67112,0.45855,1.0001,1.5185,0.90306,0.11029,0.67976,0.050004,0.32356,-0.54722,0.74413,-1.1344,-0.63895,-0.1546,-0.74368,-1.1523,-0.2379,-0.55885,-1.144,0.4934,-0.60685,-0.42594,-0.85862,-1.0468,-0.27281,-0.10866,0.30365,0.7764,0.14542,-0.1703,0.55998,0.46516,0.34401,0.79758,1.5623,-0.20663,-0.092077,-0.050995,-0.31481,-0.10711,-0.44408,0.047662,-0.017486,0.024791,-0.23245,0.58701,-1.0203,1.3432,-0.02217,-0.063221,-0.078838,0.00045201,0.07675,-0.43268,0.99445,-0.87793,0.29438,-0.055532,-0.12793,0.16115,-1.0164,-0.19681,-0.21465,-0.19726,0.070575
-0.84318,0.75985,-0.78434,0.79395,0.84148,0.22612,0.31084,-0.50305,0.27588,0.46806,-1.6408,-0.97336,-0.59742,-0.57599,0.42817,0.34163,1.3022,0.75883,0.70227,0.57251,0.41433,1.7423,1.7617,0.80757,0.55571,-0.058903,0.51818,1.329,1.9447,1.7236,0.82405,1.1314,1.2034,1.7208,-0.94762,1.3064,1.3401,0.95089,-1.5729,2.061,1.2176,-0.47672,-0.35629,-0.068741,-1.079,-0.11452,-1.2515,-0.46738,-1.1349,-0.33481,-0.6146,0.0022938,-0.31217,0.10984,-1.1592,1.007,-0.14029,-0.33404,2.4144,-0.42061,0.36572,-1.4631,0.96003,0.89542,-0.39328,0.22536,0.29056,0.53522,1.1086,1.1139,0.50615,0.83317,0.38812,-0.69081,0.035263,1.9145,0.1149,0.15931,-0.13139,0.3767,0.51214,-0.37952,-0.11213,0.36901,0.51998,0.56986,0.56532,-0.74616,-0.59142,-0.45643,0.40199,-0.0782,-0.031088,0.53639,0.026719,-0.20754,-0.20835,0.2244,0.54404,-0.44728,0.023198,1.3005,0.11508,-0.32402,-1.0557,-0.45418,0.25562,-0.072886,0.65393,0.62073,-0.93656,1.3271,-0.58968,1.1178,-0.13739,0.73187,-1.3798,-0.2379,-0.71286,-1.2102,-0.40383,0.45335,0.27613,-0.65595,-0.94965,-0.05621,-0.011126,0.71773,1.1926,0.57841,0.23846,0.3636,0.21104,-0.61772,-0.43296,1.5366,0.78493,1.6252,1.4284,1.6778,1.3861,0.56609,0.13641,0.025482,0.019536,-0.022903,0.52915,-1.1883,0.35958,0.60769,0.57506,-0.6443,0.37738,-0.65251,-0.73121,1.9004,-0.63604,0.46828,0.06771,0.27553,-0.70021,-0.99885,0.33926,0.46462,0.54704,-0.22506
0.20384,0.26511,0.7988,0.85872,0.75245,0.70728,1.3992,-0.40544,1.7655,0.5732,0.20019,0.77486,-2.9949,-2.1925,0.47791,1.582,0.20983,-0.45835,1.2258,0.64446,0.53746,1.9139,1.8813,0.87835,0.84845,-0.39387,1.1327,0.92458,1.8384,1.4878,0.45798,0.89805,0.97395,1.6752,0.82776,0.69597,0.92639,0.51302,2.3982,-1.2627,1.3875,-0.21509,-0.024331,0.20569,-0.16968,0.3135,0.22233,-1.4937,0.18246,0.1682,0.20136,-0.55063,0.41287,-0.16213,0.54386,-0.70061,-0.38294,-0.027515,0.73499,0.2446,1.541,1.5689,-0.19466,-0.80327,0.87411,0.94283,0.012072,-0.26594,-0.28634,0.1506,0.10551,0.96224,0.41531,0.45575,-2.5899,-0.95082,-0.95186,0.078182,-0.086178,-0.061597,-0.91097,0.0305,0.12103,-0.52458,-0.13608,0.37451,0.21291,0.098395,-0.17719,0.32479,-0.19746,-0.15249,-0.4206,0.25114,0.59005,-0.20048,-0.089544,-0.45216,0.57786,-0.10208,0.8016,-0.052937,-0.21459,0.82893,0.62677,0.86625,-0.34743,-0.43039,-0.12831,-1.2403,0.45607,-0.18499,0.85855,-0.060478,1.0151,0.97307,-1.4677,0.10055,-0.66153,-1.2929,0.010275,1.0106,0.034692,-0.72428,-1.0468,1.2073,0.11892,1.0187,0.73743,0.41515,0.49313,-0.30509,0.024065,-0.22546,-0.57423,-3.4821,-1.8527,-0.86282,-1.2302,0.49365,-1.2675,0.44725,0.22141,0.10554,0.085395,0.056883,1.0664,-0.77419,0.37359,-1.1873,-1.1382,0.93761,-0.84566,-1.1605,-0.79092,-0.034695,-0.39415,0.26993,0.3579,0.9147,0.075384,-0.84281,0.042926,0.029584,0.96841,-0.64712
-0.70504,1.0699,-0.49404,-0.12723,-0.039428,-0.35415,0.85503,-0.99109,-0.23603,0.48227,0.4069,0.89749,3.3983,2.3338,-0.22734,1.1033,-0.99658,-1.2781,-0.8281,0.23608,0.37588,1.7787,1.7238,-0.31016,0.068992,0.88242,0.48931,1.0001,1.1569,1.4565,0.9768,0.72795,1.1057,1.215,-0.17628,1.5383,1.3384,0.91526,-0.065435,1.7138,0.5512,0.17705,0.19675,0.34208,1.6498,-1.476,1.0124,0.40585,0.48134,1.0979,-0.24594,0.11556,0.33026,0.019141,0.20346,-0.060111,-0.22125,0.58553,-0.55926,-0.47095,-2.0294,-0.30318,-1.1563,1.6219,-0.50335,-1.865,-1.0416,0.94077,-0.62328,-0.36885,0.73793,0.48238,0.80337,0.94577,-0.17288,0.60596,0.56132,0.13302,0.077049,-0.79724,1.3709,-0.12519,0.099149,0.78455,0.50499,0.84905,0.37972,0.65124,0.51554,-0.49894,0.090824,0.82769,1.2578,-0.42906,-0.92171,-0.21123,0.14116,0.68623,-0.32227,-0.017347,-0.43093,0.26594,0.43896,-0.046339,0.58603,-0.45672,0.69033,0.8215,-0.26103,0.91823,-1.7093,1.5223,-1.2689,0.21107,2.9057,0.139,-1.4161,0.10055,-0.37917,-1.2267,1.8047,0.35648,-2.7566,-1.8694,-1.8375,1.5322,0.053896,0.78649,0.53992,0.23077,0.11121,-0.45618,-0.012915,0.66275,0.47459,-1.0208,0.34499,-1.0871,-1.1264,-0.10511,-1.1632,-0.028124,0.1884,0.14597,0.04672,0.10701,0.51262,-0.58596,0.66634,-0.24687,-0.12394,0.072262,-0.24274,-1.6317,-1.2055,0.41634,-0.31352,0.25922,0.016441,0.38215,1.106,-0.69137,-0.19019,-0.39949,0.27678,-0.31476
-0.71139,0.12211,-0.26585,-0.026449,0.59975,-0.31875,1.0364,-0.063809,-1.7784,-0.31126,-1.3839,-1.1652,-0.59742,-0.57599,0.50782,0.47861,0.53432,1.3664,1.6726,0.21872,1.1852,1.806,1.7063,0.256,1.0755,0.80965,0.52779,0.36551,0.48224,1.4786,0.54001,0.26063,0.63757,0.77234,0.97679,0.93009,0.9922,1.0288,0.059016,0.77649,0.61488,0.43855,0.63959,0.20569,0.50693,2.8861,-0.86967,1.2167,-0.13569,1.4032,1.609,1.9101,1.2675,-0.25283,-0.47838,-0.48668,0.021646,-0.79359,-2.2884,1.2106,0.069515,-3.3088,-0.5549,-0.55758,-1.2292,-0.70522,-0.17743,-0.72636,-0.23929,-0.49545,-0.30137,1.2614,0.66736,0.45575,-0.50951,-0.707,-0.33836,-0.37099,-0.59862,-0.40732,0.53686,0.10233,-0.33714,0.29784,0.77174,-1.172,-0.73612,-0.27297,0.93592,-0.27393,-0.00055707,-0.53275,-0.85201,-0.15185,0.11817,-0.20717,-0.20764,-0.62984,0.23061,-0.096275,-0.63394,-0.98693,-0.0013499,-1.4458,-0.635,-0.25921,-0.20523,-0.60682,0.21783,0.64957,-0.4598,0.81783,-0.68293,0.47896,1.0263,1.635,-1.6849,0.64208,0.26254,-1.4996,2.0808,1.2227,-2.4702,-1.8572,-2.0787,1.6586,-1.7992,-0.18395,-0.16157,-0.36924,-0.5127,-0.36907,0.19954,-0.022643,0.4575,0.082831,-0.64195,-0.82461,-0.83418,-0.53417,-0.85117,-1.0977,0.071218,0.1682,0.017447,0.044044,0.091047,-0.28282,-0.12684,-1.7978,-1.6151,1.5217,-1.1764,-0.25008,-0.54757,0.39545,-0.23289,0.60517,0.22607,0.044793,0.54167,-0.64831,-0.72387,-0.79922,-0.41284,0.016658
-0.75327,1.0859,0.15878,-0.85283,-0.92251,-1.9003,0.31084,-1.6255,-0.6743,-0.87035,0.57562,-1.0816,0.6013,-0.25268,-0.90178,-0.10179,-1.2285,-0.54278,-0.79068,-0.90997,0.29197,1.4539,1.3561,-1.1421,-0.053168,0.93509,-1.0718,0.12455,0.58623,0.64933,0.0008792,0.16058,0.52977,0.81964,0.1688,0.85659,0.86127,0.90131,-1.6487,2.0729,1.5308,-0.69456,0.41817,-0.20554,-0.20333,-0.17113,0.88083,-0.62588,1.2108,-0.020148,-0.77889,-2.2098,0.077204,-0.34353,-0.47736,-0.70061,-0.099742,-0.33404,-0.45779,0.58911,-1.76,0.39542,-0.59652,0.0034081,-0.70027,-0.52759,-1.399,-0.48509,0.88833,-0.85274,-0.54405,0.58309,0.49401,-0.034272,1.2131,0.44347,0.68242,-0.19671,-0.697,0.13851,-0.67552,-0.22971,-0.017304,-0.33446,-0.27259,0.92401,0.17003,-0.047048,1.1146,0.21674,-0.31939,0.58294,0.62172,0.51423,0.48263,-0.16444,-0.20916,0.10207,0.1784,-0.014179,0.67693,-2.7859,0.10399,1.51,-0.22042,0.1062,-0.056039,0.61764,0.20574,0.40074,-1.256,1.4979,-1.5047,-0.36479,-0.16584,0.60775,-1.659,0.77746,0.057194,-1.4087,1.6437,0.84123,-1.8412,-1.486,-1.8542,0.17844,-1.214,-0.040668,-0.24372,-0.54239,-0.8931,1.025,0.46072,-0.38071,-0.66111,1.5509,0.32116,-0.90167,-1.0154,0.24188,-1.0361,-0.62234,0.19338,0.047217,0.1334,-0.14004,-0.46278,-0.56983,1.2449,-0.42597,-0.33746,0.15711,-0.21792,0.19113,-0.55423,1.7032,0.49278,0.58532,0.12558,2.332,-0.45176,-0.25435,-0.29253,-0.18384,2.5672,-1.7323
