"V1","V2","V3"
0.48140175390596,0.746895360933649,-1.44010430283266
-0.830966755949088,-0.655885114184327,1.59838288573588
0.236054831845951,0.819954720185177,1.84969248245861
0.368530466366269,0.967846672097896,-1.1387933807096
-0.526629325624023,0.333669670325423,-0.0650335043342567
-0.246425491109225,-0.556349132257281,0.853425829455247
0.583839067697114,-0.892263321910212,-2.99865507151746
-0.179087396963538,0.105461140951588,-0.312898084379289
0.857976948633706,0.0671686617934394,-1.01815728662667
1.61376833984609,1.66548484635155,0.112556933347811
1.00315513410089,1.16704625386431,-1.63664817192591
-1.83618030657046,-0.716095482798442,1.5004057892893
0.183511190449512,-0.602618407189356,-0.749824290947853
1.09475757299699,0.687445064585217,-1.15219985184344
-2.0222417902986,-1.96151340980635,0.755264625364354
-0.613275746476918,-1.47762389713817,-0.0611393209212124
0.786032725015627,-0.507324526410248,0.364884447091495
2.66610127204701,1.4972733919822,-2.78029884646572
-0.379187543934506,-2.02944246406069,0.277605539730546
-0.532419027335655,-0.16205976793431,0.0237466063989273
1.79246667527721,-0.507457617950216,-2.14937739630905
0.723853285474772,0.416814309262633,0.855462503421199
1.57135118873655,1.50081811135586,1.99957185845548
-1.31443003278037,-1.65262334573088,-0.891098665714601
0.643425257879309,0.456284703838196,-1.20844615426818
-1.93569497742129,-0.907287816198501,2.11807133814547
0.590778087270661,1.83424714382948,0.974547286032986
0.00250785859717029,0.0403234231980994,0.724069227136093
-1.82564585903973,-1.13876322417095,0.704257489448874
-0.234270869143479,-0.0395452419322939,0.491283773821171
-1.1912939047605,-0.395612662162119,-1.60569265397914
1.62325284601945,-0.0268604044013898,-1.66522011087158
0.607206220516375,0.789996123212484,0.607923597145577
-1.1901111558919,-0.00389055353105716,1.36137749732852
-2.18921587344985,-1.33126879928621,1.28097479826201
-0.226369636397643,-0.409135185186126,1.03357757748779
0.734609305860983,-0.361305601904101,-0.651894424840381
-1.34745526334252,-0.712084071955099,1.72686414665488
1.67284151838093,0.193137874384105,-0.734032395587744
1.35719562193088,0.85327638559788,-0.940904558065337
1.42526732297384,1.78128507652305,-0.636142681402022
-0.0734657514189018,0.590534522053699,-0.851431698694615
0.217694338006055,-0.670349801684588,0.000572077748178218
-0.0830036994616554,-0.318547106211285,1.53173491197182
0.339302384727366,-0.793644026525349,0.651613809200973
0.523539509808999,-0.29127568785097,-1.1707700169089
-2.00790191884593,-1.43875283736651,1.22517671285083
0.448651973903777,0.261274563065362,-0.0808452350198593
-1.66570809944499,-0.803962941306627,0.876612330347475
-0.115588191650575,-0.387835089636773,0.929589335559456
1.08852317767378,0.691638050892364,-0.880170347987149
-0.693971283936315,-1.40650740771909,0.498238441345091
-0.316813133402043,-0.659624059493613,-1.36931380893899
0.11899773147494,1.1914345435731,-1.10838578409156
-0.850346685397667,0.233214095102462,1.21601759976673
2.5519992917087,0.913020650109643,0.43187157297177
-1.81172320307276,-1.39280097805269,-0.844758747666933
-0.793038888005938,-0.438892740481051,0.0768243546912216
1.5197748725939,1.09681716794226,-0.264106754763536
0.253361809057981,-0.768559938368597,-1.63178901828785
0.325190809697707,0.533355996041472,-1.13659276903268
0.0229018025187585,-0.678835600067286,0.346117599690994
3.46379594158681,2.99971566153778,-0.743512906173971
-0.0874719962501393,0.00225416818160346,0.338991396672958
-1.19734828435512,-2.11110882213292,-0.0243882292277745
0.281966177178317,-0.395607226167856,-0.162291940846682
-0.110550492557599,0.4765434842865,-0.339919329301216
0.557681899633039,-0.00368551339811482,0.163832225125537
-0.0212463201231683,-0.658148518572389,-0.0548200521002313
